function	description	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
K06169	miaE; tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]	25.2	141.4	72.0	1146.0	4686.57	21.8	8.8	9.4	669.3	74.0	431.69999999999993	58.8	17.6	18.0	3590.499999999999
K06173	truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	32855.31	39402.22	24592.800000000003	25128.27	18927.65	20023.7	35536.1	16846.61	15396.009999999998	32320.37	23897.17	26631.93	36751.67	18987.1	25281.44
K06175	truC; tRNA pseudouridine65 synthase [EC:5.4.99.26]	261.07	1422.6	1655.2	3053.6	5412.3	3844.0	4202.0	1028.6	1683.0300000000002	438.6	4598.6	105.1	236.4	1109.6	4234.9
K06176	truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]	265.07	1422.6	1655.2	2600.6	5412.969999999999	3844.0	4202.0	1028.6	1683.0300000000002	448.6	4598.6	98.1	234.4	1109.6	4847.9
K06177	rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	14169.09	24217.0	17983.2	22468.6	17735.54	16844.8	4261.8	14467.75	2685.0600000000004	25681.32	16135.899999999998	23897.65	29206.5	13648.1	23804.47
K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	32153.98	38071.62	23930.75	24500.77	17789.31	18726.0	19010.5	16567.01	8687.34	31300.77	21457.07	26283.93	35831.07	18942.1	24452.44
K06179	rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	422.89	7189.85	1734.05	3991.6	5639.51	4768.57	8355.2	1226.13	4938.450000000001	1216.0	6167.5	297.6	1377.6	1243.93	5315.099999999999
K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	68748.9	100677.41	36037.33	53456.11	27728.450000000004	26679.03	53544.100000000006	22807.26	29364.22	44547.47	36103.54	31793.92	77941.01	37804.77	35238.78
K06181	rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]	261.74	1422.6	1659.87	2601.6	5413.969999999999	3844.0	4202.0	1028.6	3891.3600000000006	461.0	6182.170000000001	110.77	234.4	1109.6	4901.099999999999
K06182	rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	339.16	2381.85	1787.9	3710.6	5686.45	3606.82	6203.2	1119.88	8253.78	537.6	5963.6	198.1	1265.6	1067.93	7089.099999999999
K06183	rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	19865.98	17129.04	8161.58	4823.44	10739.31	7760.549999999999	37063.4	4378.57	8890.36	7919.6	12323.27	3600.59	7765.139999999999	6667.600000000001	10807.44
K06186	bamE, smpA; outer membrane protein assembly factor BamE	261.07	1422.6	1655.2	3053.6	5412.969999999999	3844.0	4202.0	1028.6	1687.0300000000002	451.0	4627.5	120.1	236.4	1109.6	4901.099999999999
K06187	recR; recombination protein RecR	32249.31	38713.62	23951.75	24774.77	17947.31	19160.4	20576.7	16641.21	11799.01	31750.77	22403.07	26384.93	36162.27	18951.1	24843.44
K06188	aqpZ; aquaporin Z	14160.22	23869.27	18124.53	9096.27	13110.47	17808.329999999998	4250.0	14536.18	5250.36	25363.500000000004	14859.5	23649.76	18729.57	13422.77	20120.77
K06189	corC; magnesium and cobalt transporter	275.07	1422.6	1655.2	3264.6	5412.969999999999	3844.0	4202.0	1028.6	1687.0300000000002	451.0	4627.5	127.1	236.4	1119.6	4901.099999999999
K06190	ispZ; intracellular septation protein	259.8	1422.6	1655.2	3053.6	5412.969999999999	3844.0	4202.0	1046.6	1670.7	451.0	4627.5	127.1	236.4	1109.6	4890.099999999999
K06191	nrdH; glutaredoxin-like protein NrdH	16043.9	6193.27	18574.53	9197.27	13432.3	17163.329999999998	16374.5	14789.1	2063.03	25244.27	14731.6	24513.76	14069.57	9786.27	19193.24
K06192	pqiB; paraquat-inducible protein B	267.4	1192.6	1655.2	3709.6	5395.969999999999	3172.0	4199.0	1022.6	1670.7	82.0	4627.5	102.1	238.4	1065.6	4384.099999999999
K06193	phnA; protein PhnA	2152.39	1689.12	2532.58	2798.77	6257.31	3915.25	16525.5	2312.18	5104.280000000001	820.27	5188.599999999999	1096.7600000000002	460.5700000000001	1266.6	5788.44
K06194	nlpD; lipoprotein NlpD	276.07000000000005	1433.6	1655.2	3053.6	5412.969999999999	3844.0	4202.0	1028.6	1687.0300000000002	451.0	4627.5	151.1	236.4	1397.6	4926.099999999999
K06195	apaG; ApaG protein	256.14	1192.6	1659.87	2601.6	5396.969999999999	3172.0	4199.0	1040.6	3887.3600000000006	79.6	6153.27	99.77	234.4	1057.6	4341.9
K06196	ccdA; cytochrome c-type biogenesis protein	613.5	3154.94	731.21	1281.34	533.34	1045.56	4766.2	664.86	328.16	1153.1	960.1	298.32	1154.54	305.34000000000003	1335.34
K06197	chaB; cation transport regulator	253.4	1192.6	1655.2	2600.6	5395.3	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	73.6	234.4	1055.6	3717.9
K06198	coiA; competence protein CoiA	1036.5	43.67	671.3299999999999	237.67	435.0	1731.33	12137.5	1335.33	138.33	371.0	261.0	988.66	714.17	269.67	736.67
K06199	crcB, FEX; fluoride exporter	44289.61	40366.19	39571.88	30678.44	24805.51	32749.58	6972.0	27950.76	8774.34	55806.84	30981.97	49136.59	48629.24	27418.770000000004	39739.78
K06200	cstA; carbon starvation protein	31000.89	24164.85	11433.2	3949.6	13169.64	4210.42	7674.0	2170.1800000000003	3770.45	10920.0	11652.5	2822.6	7066.4	10948.93	13082.1
K06201	cutC; copper homeostasis protein	2977.32	19295.37	2738.58	15764.27	6524.64	6333.48	22853.7	3615.96	8371.36	1513.95	7755.700000000001	1327.5100000000002	17307.27	5641.77	4520.57
K06202	cyaY; CyaY protein	259.4	1422.6	1655.2	3053.6	5412.469999999999	3844.0	4202.0	1028.6	1666.7	450.6	4598.6	118.1	236.4	1109.6	4836.9
K06203	cysZ; CysZ protein	259.8	1422.6	1655.2	2600.6	5412.969999999999	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	98.1	234.4	1109.6	4836.9
K06204	dksA; DnaK suppressor protein	289.47	1422.6	1655.2	3475.6	5414.98	3844.0	4202.0	1046.6	1809.03	451.0	4627.5	144.1	236.4	1129.6	5856.1
K06205	mioC; MioC protein	259.4	1422.6	1655.2	2600.6	5412.969999999999	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	96.1	234.4	1109.6	4836.9
K06206	sfsA; sugar fermentation stimulation protein A	15669.22	15926.85	6620.049999999999	3875.6	9532.51	4124.42	5554.0	1572.18	2854.12	6127.6	8585.6	1493.6	6086.4	6004.93	9243.9
K06207	typA, bipA; GTP-binding protein	32281.81	38713.62	23951.75	24774.77	17947.98	19160.4	21381.7	16641.21	11921.01	31750.77	22774.07	26384.93	39716.77	18951.1	25014.44
K06208	aroH; chorismate mutase [EC:5.4.99.5]	33.0	0.0	0.0	46.0	106.0	0.0	0.0	41.5	0.0	51.0	0.0	18.0	0.0	0.0	0.0
K06209	pheB; chorismate mutase [EC:5.4.99.5]	15454.42	14634.25	5008.85	1176.0	4060.54	302.17	1569.0	647.83	3759.42	5699.0	4399.0	1519.5	5868.0	4899.33	4434.0
K06211	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	282.4	1422.6	1655.2	2610.6	5430.3	3853.0	4202.0	1130.6	1663.7	438.6	4598.6	96.1	263.4	1119.6	4223.9
K06212	focA; formate transporter	259.4	1422.6	1664.2	2604.6	5412.3	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	96.1	244.4	1109.6	4223.9
K06213	mgtE; magnesium transporter	3566.29	21281.5	729.05	14841.0	5785.910000000001	1878.35	18687.2	1385.8	7932.46	1224.1	3955.9	688.8	16625.5	4365.5	4121.799999999999
K06214	csgG; curli production assembly/transport component CsgG	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	1014.9	6.0	4195.8	16.8	216.8	1037.6	1293.1
K06215	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	13998.92	5179.92	16381.83	6780.17	7778.0	12805.4	753.2	12724.36	575.65	24903.17	10469.8	23783.660000000003	13440.87	8515.0	16218.34
K06216	rbsU; putative ribose uptake protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
K06217	phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins	32501.02	39734.97	25546.43	27308.37	23275.07	22330.23	25363.7	17601.48	11237.96	31799.370000000003	25271.0	26473.36	36396.67	20005.37	28561.34
K06218	relE, stbE; mRNA interferase RelE/StbE	430.9	105.17	186.83	57.67	56.0	97.08	24.0	426.08	2696.33	228.50000000000003	283.0	138.66	75.67	273.67	1111.67
K06219	smtA; S-adenosylmethionine-dependent methyltransferase	253.4	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1022.6	1666.7	57.6	4598.6	90.1	234.4	1055.6	4330.9
K06221	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	919.8	1310.6	1941.2	3302.6	5824.8	3698.0	18930.0	1274.77	1902.7	426.27	5290.6	351.1	427.4	1469.6	3934.57
K06222	dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]	256.74	1192.6	1655.2	2600.6	5395.469999999999	3172.0	4199.0	1040.6	1700.36	77.0	4627.5	73.6	234.4	1055.6	4406.099999999999
K06223	dam; DNA adenine methylase [EC:2.1.1.72]	311.07000000000005	7156.6	1717.72	3221.6	5502.84	4350.0	8287.0	1052.43	6694.530000000001	1298.0	9411.27	200.27	1472.4	1241.6	4317.4
K06281	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	16108.57	13320.9	8152.57	6287.2	5245.8	6604.4	8499.4	2530.9	5168.63	5299.75	13045.27	1448.02	12948.6	6982.2	5612.2
K06282	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	16108.57	13320.9	8152.57	6287.2	5245.8	6604.4	8473.4	2530.9	5168.63	5299.75	13045.27	1448.02	12948.6	6982.2	5612.2
K06283	spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D	115.42	3463.85	417.05	630.5	622.34	442.32	1791.2	131.78	3157.42	478.6	1374.1	144.5	1051.2	10.33	408.0
K06284	abrB; transcriptional pleiotropic regulator of transition state genes	143.26	5303.75	55.85	368.0	439.54	8.26	797.0	74.74000000000001	26.26	434.0	855.0	62.5	836.0	3.99	12.0
K06285	mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein)	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0
K06286	ezrA; septation ring formation regulator	2269.5	77.67	671.3299999999999	255.67	435.0	1737.33	12137.5	1364.33	138.83	396.0	261.0	988.66	714.17	271.67	735.67
K06287	maf; septum formation protein	30501.88	38416.95	23540.42	25093.1	17830.31	16743.07	20519.2	15336.88	11804.01	31079.77	22397.07	25534.27	35473.1	18639.43	23638.77
K06294	gerD; spore germination protein D	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06295	gerKA; spore germination protein KA	62.0	2591.0	0.0	312.0	2.0	7.0	4.0	73.5	0.0	30.0	70.0	39.5	730.0	0.0	6.0
K06296	gerKB; spore germination protein KB	8.0	50.0	0.0	23.0	0.0	14.0	0.0	18.5	0.0	0.0	0.0	4.0	38.0	0.0	0.0
K06297	gerKC; spore germination protein KC	4.0	25.0	0.0	23.0	0.0	7.0	0.0	15.5	0.0	8.0	0.0	11.0	20.0	0.0	0.0
K06298	gerM; germination protein M	126.0	644.0	21.0	292.0	158.0	434.4	2375.2	103.2	3250.0	461.0	946.0	111.0	323.2	9.0	402.0
K06299	gerPA; spore germination protein PA	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06300	gerPB; spore germination protein PB	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06301	gerPC; spore germination protein PC	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06302	gerPD; spore germination protein PD	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06303	gerPE; spore germination protein PE	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06304	gerPF; spore germination protein PF	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06305	gerQ; spore germination protein Q	63.0	169.0	4.0	309.0	0.0	950.0	4724.0	29.0	202.0	579.0	684.0	14.0	142.0	224.0	0.0
K06306	yaaH; spore germination protein	108.0	779.0	0.0	575.0	0.0	409.4	1360.2	135.2	2960.0	436.0	946.0	52.0	1033.2	9.0	10.0
K06307	yfkQ; spore germination protein	0.0	48.0	55.85	63.0	66.53999999999999	0.0	217.0	10.0	19.0	9.0	176.0	0.0	0.0	0.0	0.0
K06308	yfkR; spore germination protein	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06310	yndD; spore germination protein	117.0	207.0	0.0	32.0	133.0	0.0	286.0	41.5	491.0	19.0	81.0	24.0	8.0	0.0	8.0
K06311	yndE; spore germination protein	29.0	0.0	0.0	18.0	0.0	0.0	0.0	41.5	0.0	19.0	0.0	0.0	0.0	0.0	0.0
K06313	ypeB; spore germination protein	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06314	rsfA; prespore-specific regulator	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06315	splA; transcriptional regulator of the spore photoproduct lyase operon	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06317	bofA; inhibitor of the pro-sigma K processing machinery	42.42	2750.25	55.85	609.0	91.54	428.82	696.2	142.78	350.42	72.0	424.0	58.0	4442.2	10.33	6.0
K06318	bofC; forespore regulator of the sigma-K checkpoint	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06320	cgeB; spore maturation protein CgeB	85.0	20.0	2.0	425.0	11.0	7.0	0.0	2.67	4.0	1.67	27.5	170.0	26.0	50.0	164.67
K06327	cotD; spore coat protein D	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06328	cotE; spore coat protein E	46.0	90.0	2.0	175.0	0.0	475.0	2362.0	29.0	101.0	295.0	342.0	11.0	72.0	112.0	0.0
K06330	cotH; spore coat protein H	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06331	cotI; spore coat protein I	0.0	0.0	15.85	0.0	19.54	396.4	1280.2	74.2	175.0	48.0	0.0	2.0	235.2	9.0	0.0
K06333	cotJB; spore coat protein JB	119.42	3926.95	759.25	997.5	954.14	929.32	4984.2	90.28	3272.42	1164.2	2282.2	161.5	1207.2	124.33	402.0
K06334	cotJC; spore coat protein JC	144.42000000000002	3937.95	780.25	1008.5	975.14	929.32	4984.2	102.78	3760.42	1164.2	2385.2	211.5	1207.2	124.33	786.0
K06344	cotZ; spore coat protein Z	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06346	jag; spoIIIJ-associated protein	31606.09	19768.02	22288.55	8064.17	12499.34	15234.4	16574.7	14505.53	6932.58	31292.77	16588.77	25942.33	20049.370000000003	13768.0	19912.34
K06347	kapB; kinase-associated protein B	43.0	4.0	0.0	49.0	0.0	0.0	0.0	40.0	0.0	11.0	0.0	66.0	0.0	6.0	0.0
K06348	kapD; sporulation inhibitor KapD	0.0	0.0	0.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	6.0	0.0	0.0	0.0
K06349	kbaA; KinB signaling pathway activation protein	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06350	kipA; antagonist of KipI	30.42	134.25	0.0	41.0	0.0	0.42	0.0	32.08	1.42	11.0	0.0	0.0	0.0	1.33	0.0
K06351	kipI; inhibitor of KinA	30.42	134.25	0.0	290.0	0.0	0.42	0.0	32.08	1.42	11.0	145.0	6.0	0.0	1.33	0.0
K06370	safA; morphogenetic protein associated with SpoVID	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06371	sda; developmental checkpoint coupling sporulation initiation to replication initiation	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06373	spmA; spore maturation protein A	132.42000000000002	1304.85	419.05	764.5	622.34	923.32	4153.2	131.78	3260.42	794.6	2169.1	132.5	1207.2	124.33	402.0
K06374	spmB; spore maturation protein B	132.42000000000002	1304.85	419.05	764.5	622.34	923.32	4153.2	131.78	3260.42	776.6	1716.1	149.5	1119.2	124.33	402.0
K06375	spo0B; stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06377	spo0M; sporulation-control protein	14.0	4.0	0.0	31.0	106.0	0.0	0.0	11.0	4.0	0.4	32.9	66.0	0.0	6.0	53.2
K06378	spoIIAA; stage II sporulation protein AA (anti-sigma F factor antagonist)	180.42	3553.85	419.05	3252.5	653.34	923.32	4153.2	131.78	3264.42	776.6	1719.1	211.5	12078.2	124.33	413.0
K06379	spoIIAB; stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]	148.42000000000002	3553.85	419.05	775.5	643.34	923.32	4153.2	131.78	3260.42	776.6	1719.1	160.5	1131.2	124.33	408.0
K06381	spoIID; stage II sporulation protein D	15489.42	15429.85	5307.049999999999	1762.5	4455.34	1205.07	6608.2	717.53	4302.42	6476.6	5483.1	1525.0	6977.2	5008.33	4425.0
K06382	spoIIE; stage II sporulation protein E [EC:3.1.3.16]	131.42000000000002	3791.85	417.05	894.5	643.34	442.32	1795.2	131.78	3279.42	478.6	1447.1	149.5	1757.2	10.33	408.0
K06383	spoIIGA; stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]	89.42	3188.85	396.05	630.5	597.34	45.92	1522.0	57.58	42.42	478.6	962.1	82.5	812.0	1.33	0.0
K06384	spoIIM; stage II sporulation protein M	46.42	568.35	396.05	95.0	506.34	6.42	217.0	54.58	32.42	434.6	641.1	33.5	88.0	1.33	0.0
K06385	spoIIP; stage II sporulation protein P	131.42000000000002	3463.85	417.05	641.5	641.34	442.32	1791.2	144.28	3157.42	478.6	1377.1	152.5	1059.2	10.33	408.0
K06386	spoIIQ; stage II sporulation protein Q	29.0	11.0	0.0	41.0	0.0	6.0	0.0	29.0	2.0	25.0	0.0	8.0	2.0	2.0	0.0
K06387	spoIIR; stage II sporulation protein R	115.42	1146.85	417.05	630.5	622.34	442.32	1791.2	131.78	484.42	478.6	1134.1	119.5	1061.2	10.33	398.0
K06390	spoIIIAA; stage III sporulation protein AA	177.42000000000002	3463.85	417.05	641.5	643.34	442.32	2077.2	131.78	3279.42	478.6	1455.1	149.5	1059.2	10.33	408.0
K06391	spoIIIAB; stage III sporulation protein AB	92.42	1109.85	396.05	618.5	616.34	6.92	1316.0	54.58	154.42000000000002	434.6	965.1	28.5	786.0	1.33	0.0
K06392	spoIIIAC; stage III sporulation protein AC	131.42000000000002	3463.85	417.05	638.5	643.34	442.32	1791.2	131.78	3157.42	478.6	1377.1	149.5	1059.2	10.33	408.0
K06393	spoIIIAD; stage III sporulation protein AD	131.42000000000002	3463.85	417.05	618.5	643.34	442.32	1791.2	131.78	3157.42	478.6	1377.1	149.5	1059.2	10.33	408.0
K06394	spoIIIAE; stage III sporulation protein AE	131.42000000000002	1214.85	417.05	641.5	641.34	442.32	3401.2	131.78	3157.42	478.6	1344.1	144.5	1047.2	10.33	402.0
K06395	spoIIIAF; stage III sporulation protein AF	101.42	914.85	396.05	618.5	616.34	403.32	1787.2	128.78	207.42	478.6	1070.1	39.0	1023.2	10.33	0.0
K06396	spoIIIAG; stage III sporulation protein AG	131.42000000000002	3463.85	417.05	641.5	643.34	442.32	1791.2	131.78	3157.42	478.6	1377.1	145.5	1059.2	10.33	408.0
K06397	spoIIIAH; stage III sporulation protein AH	131.42000000000002	3463.85	417.05	641.5	643.34	442.32	1791.2	131.78	3157.42	478.6	1377.1	149.5	1059.2	10.33	408.0
K06398	spoIVA; stage IV sporulation protein A	148.42000000000002	3564.85	419.05	775.5	643.34	923.32	5763.2	131.78	3260.42	776.6	1719.1	162.5	1131.2	124.33	408.0
K06399	spoIVB; stage IV sporulation protein B [EC:3.4.21.116]	194.42	3564.85	419.05	775.5	643.34	923.32	4439.2	131.78	3382.42	776.6	1797.1	160.5	1131.2	124.33	408.0
K06400	spoIVCA; site-specific DNA recombinase	340.5	5006.5	109.35	344.0	226.54	464.4	696.2	116.2	3043.0	542.5	2174.0	88.5	530.2	20.0	14.0
K06401	spoIVFA; stage IV sporulation protein FA	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06402	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	51.42	614.25	57.85	494.0	68.53999999999999	482.42	2583.0	57.58	121.42	304.0	588.0	18.0	786.0	113.33	0.0
K06403	spoVAA; stage V sporulation protein AA	126.0	642.0	21.0	292.0	158.0	434.4	2375.2	103.2	3250.0	461.0	946.0	93.0	323.2	9.0	402.0
K06404	spoVAB; stage V sporulation protein AB	126.0	642.0	21.0	292.0	158.0	434.4	1570.2	103.2	3128.0	461.0	946.0	98.0	331.2	9.0	402.0
K06405	spoVAC; stage V sporulation protein AC	149.84	3688.1	459.05	775.5	643.34	923.74	4184.2	134.86	3280.84	781.6	1780.1	155.5	1123.2	125.66	408.0
K06406	spoVAD; stage V sporulation protein AD	149.84	3699.1	459.05	775.5	643.34	923.74	4184.2	134.86	3524.84	781.6	1780.1	160.5	1131.2	125.66	408.0
K06407	spoVAE; stage V sporulation protein AE	149.84	3688.1	459.05	775.5	643.34	923.74	4184.2	134.86	3280.84	789.6	1780.1	160.5	1131.2	125.66	408.0
K06408	spoVAF; stage V sporulation protein AF	85.42	709.25	17.85	522.0	150.54	921.82	4633.2	145.28	3109.42	788.0	1359.0	71.0	395.2	126.33	10.0
K06409	spoVB; stage V sporulation protein B	30878.26	27311.85	10327.75	2384.0	8666.42	1914.06	6259.4	1260.14	8269.26	11740.6	9572.1	2898.0	12302.4	9903.99	8844.0
K06410	spoVFA; dipicolinate synthase subunit A	105.0	382.1	340.2	294.0	424.8	403.4	1360.2	118.7	418.0	417.6	606.1	70.5	1047.2	9.0	14.0
K06411	spoVFB; dipicolinate synthase subunit B	122.0	461.1	342.2	428.0	424.8	884.4	3722.2	118.7	521.0	715.6	948.1	81.5	1115.2	123.0	14.0
K06412	spoVG; stage V sporulation protein G	168.42000000000002	3125.85	417.05	396.5	641.34	437.07	2592.2	198.03	3157.42	514.6	2280.1	206.5	521.2	16.33	408.0
K06413	spoVK; stage V sporulation protein K	29.0	0.0	0.0	41.0	0.0	0.0	0.0	41.5	0.0	11.0	0.0	8.0	0.0	0.0	0.0
K06415	spoVR; stage V sporulation protein R	34.42	182.25	55.85	104.0	66.53999999999999	0.42	217.0	42.08	20.42	25.0	176.0	2.0	0.0	1.33	0.0
K06416	spoVS; stage V sporulation protein S	362.92	367.35	451.55	504.5	485.34	512.9200000000001	2579.0	92.58	146.92000000000002	360.1	888.1	79.0	103.0	126.33	3.0
K06417	spoVID; stage VI sporulation protein D	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06418	SASP-A, sspA; small acid-soluble spore protein A (major alpha-type SASP)	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
K06419	SASP-B, sspB; small acid-soluble spore protein B (major beta-type SASP)	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06422	sspE; small acid-soluble spore protein E (minor gamma-type SASP)	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06423	sspF; small acid-soluble spore protein F (minor alpha/beta-type SASP)	29.0	0.0	0.0	41.0	0.0	0.0	0.0	41.5	0.0	19.0	0.0	2.0	0.0	0.0	0.0
K06425	sspH; small acid-soluble spore protein H (minor)	30.42	134.25	0.0	24.0	0.0	0.42	0.0	32.08	1.42	19.0	0.0	0.0	0.0	1.33	0.0
K06426	sspI; small acid-soluble spore protein I (minor)	46.0	79.0	2.0	175.0	0.0	475.0	2362.0	29.0	101.0	295.0	342.0	11.0	72.0	112.0	0.0
K06429	sspL; small acid-soluble spore protein L (minor)	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06433	sspP, cotL; small acid-soluble spore protein P (minor)	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06434	tlp; small acid-soluble spore protein (thioredoxin-like protein)	30.42	134.25	40.0	44.0	47.0	0.42	31.0	32.08	20.42	16.0	61.0	2.0	0.0	1.33	0.0
K06436	yabG; spore coat assemly protein	47.42	318.85	398.05	248.5	483.34	475.92	2579.0	54.58	130.42000000000002	312.6	703.1	15.0	70.0	113.33	0.0
K06438	yqfD; similar to stage IV sporulation protein	127.42	1189.85	417.05	641.5	643.34	435.32	2596.2	128.78	3157.42	478.6	1482.1	149.5	1029.2	10.33	402.0
K06439	yraD; similar to spore coat protein	2.84	268.5	0.0	0.0	0.0	0.84	0.0	6.16	2.84	0.0	0.0	0.0	0.0	2.66	0.0
K06440	yraG; similar to spore coat protein	2.84	268.5	0.0	0.0	0.0	0.84	0.0	6.16	2.84	0.0	0.0	0.0	0.0	2.66	0.0
K06441	E1.12.7.2G; ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]	0.0	0.0	0.0	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0
K06442	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	31596.49	19768.02	22288.55	8064.17	12499.34	15301.4	16364.7	14548.03	6798.58	31260.77	16582.77	25946.33	20069.370000000003	13768.0	19912.34
